age_bracket,travelling_with,female_count,male_count,key_activity,trip_purpose,first_time_visitor,mainland_nights,island_nights,tour_arrangement,transport_package_international,source_of_info,package_accomodation,food_package,transport_package_mx,sightseeing_package,guided_tour_package,insurance_package,days_before_booked,weather_at_arrival,tour_length,special_requirements,total_travellers,spending,total_nights,booked_late,ratio,category
21,1,1.0,0.0,5,4,1,7,0,0,0,4,0,0,0,0,0,0,100,2,22,1,1.0,4.263060223,7,0,0.0,2.0
35,2,1.0,1.0,1,5,1,9,6,0,0,5,0,0,0,0,0,0,100,3,3,1,2.0,6.521512483,15,0,1.0,1.0
55,3,2.0,2.0,1,4,0,5,5,1,1,5,2,2,1,1,1,2,100,3,10,1,4.0,6.521512483,10,0,1.0,0.0
55,3,2.0,2.0,1,5,1,6,5,1,1,5,2,2,1,1,1,0,75,2,20,1,4.0,5.061777678,11,0,1.0,1.0
55,3,0.0,1.0,1,5,1,7,0,1,1,3,2,2,1,0,1,0,75,3,40,1,1.0,6.66460256,7,0,12.0,0.0
35,2,1.0,1.0,3,5,1,4,15,0,0,5,0,0,0,0,0,0,75,1,3,2,2.0,10.49669737,19,0,1.0,0.0
35,1,0.0,1.0,5,4,1,2,0,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,4.263060223,2,0,12.0,2.0
21,3,1.0,1.0,3,5,1,0,7,1,0,5,2,1,1,0,0,0,100,2,40,1,2.0,6.66460256,7,0,1.0,1.0
35,3,0.0,2.0,3,5,1,0,9,0,0,4,0,0,0,0,0,0,100,2,40,1,2.0,1.01152995,9,0,12.0,1.0
35,2,1.0,1.0,3,5,1,7,3,1,1,5,2,2,1,0,0,0,100,2,22,1,2.0,6.66460256,10,0,1.0,0.0
35,1,0.0,1.0,1,5,1,4,2,1,0,5,2,2,1,1,1,0,22,2,10,1,1.0,13.98126763,6,0,12.0,0.0
35,2,1.0,1.0,3,5,1,0,4,1,1,4,2,2,0,1,1,2,75,1,40,2,2.0,5.646109133,4,0,1.0,0.0
55,3,2.0,1.0,2,5,1,7,0,1,1,5,2,2,1,1,1,0,75,3,3,1,3.0,10.49669737,7,0,0.5,0.0
35,1,1.0,0.0,1,5,1,10,9,0,0,5,1,0,0,0,0,0,75,3,10,1,1.0,3.4442083,19,0,0.0,0.0
35,3,2.0,4.0,1,5,1,33,0,0,0,4,0,0,0,0,0,0,75,2,10,1,6.0,6.66460256,33,0,2.0,1.0
55,1,1.0,0.0,1,5,1,3,0,1,0,5,2,2,1,1,1,0,75,2,10,1,1.0,4.615932526,3,0,0.0,1.0
35,2,1.0,1.0,3,4,0,30,0,0,0,4,0,0,0,0,0,1,75,3,10,2,2.0,10.49669737,30,0,1.0,0.0
70,3,2.0,1.0,3,5,1,4,10,1,1,5,2,2,0,0,0,2,100,2,40,1,3.0,6.66460256,14,0,0.5,0.0
55,1,0.0,1.0,5,1,0,5,0,0,0,5,0,0,0,0,0,0,4,2,40,1,1.0,6.359114199,5,1,12.0,1.0
55,2,1.0,1.0,3,5,1,0,4,0,0,4,0,0,0,0,0,0,75,2,10,1,2.0,5.646109133,4,0,1.0,1.0
35,1,0.0,1.0,6,4,0,2,0,0,0,4,0,0,0,0,0,0,11,2,40,1,1.0,7.781739015,2,0,12.0,2.0
35,3,0.0,2.0,1,5,1,0,2,0,0,4,0,0,0,0,0,0,22,1,40,1,2.0,6.317842213,2,0,12.0,1.0
35,1,0.0,1.0,2,5,1,5,4,1,1,5,2,2,1,1,1,2,45,2,10,1,1.0,10.49669737,9,0,12.0,0.0
55,2,1.0,1.0,3,5,1,0,8,0,0,4,0,0,0,0,0,0,22,1,3,1,2.0,13.98126763,8,0,1.0,1.0
55,3,1.0,2.0,1,5,1,8,4,1,1,5,2,0,1,1,0,2,100,2,10,1,3.0,6.521512483,12,0,2.0,0.0
35,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,1,2,100,2,40,1,2.0,6.66460256,7,0,1.0,0.0
55,1,0.0,1.0,5,5,0,2,0,0,0,4,0,0,0,0,0,0,22,2,3,1,1.0,6.359114199,2,0,12.0,1.0
35,1,0.0,1.0,2,5,0,6,0,1,0,4,2,2,1,1,1,0,100,2,40,2,1.0,6.494351742,6,0,12.0,1.0
55,1,0.0,1.0,1,5,0,6,2,1,0,4,2,2,1,1,1,0,45,2,40,1,1.0,10.4579401,8,0,12.0,0.0
35,1,0.0,1.0,4,2,1,2,0,0,0,5,0,0,0,0,0,0,75,2,22,1,1.0,5.646109133,2,0,12.0,1.0
55,1,1.0,0.0,3,4,1,3,2,0,0,4,0,0,0,0,0,0,22,3,3,1,1.0,5.646109133,5,0,0.0,1.0
55,1,0.0,1.0,5,2,1,4,0,0,0,5,0,0,0,0,0,0,45,3,22,1,1.0,5.646109133,4,0,12.0,1.0
35,1,0.0,1.0,1,5,1,12,0,1,0,5,2,2,1,1,1,0,22,2,10,1,1.0,13.98126763,12,0,12.0,0.0
35,2,1.0,1.0,1,5,1,93,0,1,1,5,2,2,1,0,1,2,100,2,3,1,2.0,4.791641623,93,0,1.0,0.0
55,1,0.0,1.0,6,1,0,2,0,0,0,4,0,0,0,0,0,0,75,2,40,1,1.0,4.760582619,2,0,12.0,1.0
35,1,0.0,1.0,5,4,0,2,0,0,0,5,0,0,0,0,0,0,22,2,40,1,1.0,4.263060223,2,0,12.0,2.0
55,1,0.0,1.0,6,3,0,60,0,0,0,3,0,0,0,0,0,0,22,1,40,1,1.0,2.414757922,60,0,12.0,0.0
21,1,1.0,0.0,5,4,1,1,0,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,6.084577464,1,0,0.0,2.0
55,1,1.0,0.0,1,5,1,4,0,1,0,5,2,2,1,1,1,0,11,2,22,1,1.0,10.49669737,4,0,0.0,1.0
35,1,0.0,1.0,1,1,0,26,0,0,0,1,0,0,0,0,0,0,100,2,10,1,1.0,6.521512483,26,0,12.0,1.0
55,3,2.0,3.0,1,5,1,13,0,1,0,5,2,2,1,1,1,0,75,2,3,1,5.0,6.521512483,13,0,1.5,0.0
35,2,1.0,1.0,3,5,1,0,10,1,1,5,2,0,0,0,0,0,100,2,10,1,2.0,10.49669737,10,0,1.0,0.0
35,1,0.0,1.0,1,4,0,7,0,0,0,4,0,0,0,0,0,0,45,2,3,1,1.0,16.27253265,7,0,12.0,2.0
35,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,0,2,100,2,3,1,2.0,6.66460256,7,0,1.0,0.0
35,1,1.0,0.0,1,5,0,30,2,0,0,3,0,0,0,0,0,0,75,1,40,1,1.0,6.317842213,32,0,0.0,1.0
21,1,0.0,1.0,6,3,1,14,0,1,0,3,2,2,1,0,0,0,75,2,10,1,1.0,10.49669737,14,0,12.0,1.0
55,1,0.0,1.0,4,1,1,9,0,0,0,4,0,0,0,0,0,0,11,2,10,1,1.0,4.615932526,9,0,12.0,1.0
35,1,0.0,1.0,2,1,1,10,0,0,0,5,0,0,0,0,0,0,100,3,10,2,1.0,10.49669737,10,0,12.0,1.0
35,1,0.0,1.0,6,3,0,1,0,0,0,3,0,0,0,0,0,0,75,3,40,1,1.0,7.781739015,1,0,12.0,2.0
21,3,1.0,1.0,1,5,1,13,0,0,0,4,0,0,0,0,0,0,45,2,40,1,2.0,12.61172188,13,0,1.0,1.0
70,1,0.0,1.0,6,3,0,0,18,0,0,2,0,0,0,0,0,0,22,2,40,1,1.0,6.66460256,18,0,12.0,1.0
35,1,0.0,1.0,1,5,1,21,3,1,0,5,2,2,1,1,1,0,11,2,20,2,1.0,13.98126763,24,0,12.0,0.0
55,2,1.0,1.0,3,5,1,0,8,1,1,4,2,2,0,0,0,0,100,3,40,1,2.0,4.791641623,8,0,1.0,0.0
55,3,6.0,6.0,6,4,0,7,0,1,1,5,2,2,1,1,1,1,75,3,3,1,12.0,10.49669737,7,0,1.0,0.0
35,1,0.0,1.0,6,3,0,4,0,0,0,3,0,0,0,0,0,0,22,2,40,1,1.0,6.084577464,4,0,12.0,2.0
55,2,1.0,1.0,1,5,1,12,6,1,1,4,2,2,1,1,1,0,75,2,40,1,2.0,6.317842213,18,0,1.0,0.0
55,1,0.0,1.0,2,1,0,4,0,0,0,5,0,0,0,0,0,0,22,3,3,1,1.0,10.49669737,4,0,12.0,1.0
35,1,0.0,1.0,2,4,0,2,0,0,0,5,0,0,0,0,0,0,75,3,10,1,1.0,6.359114199,2,0,12.0,2.0
35,1,0.0,1.0,6,2,0,2,0,0,0,4,0,0,0,0,0,0,100,2,40,1,1.0,6.66460256,2,0,12.0,2.0
55,1,1.0,0.0,2,2,0,3,0,0,0,3,0,0,0,0,0,0,75,2,3,1,1.0,7.781739015,3,0,0.0,1.0
35,2,1.0,1.0,1,5,1,6,8,0,0,4,0,0,0,0,0,0,100,2,22,1,2.0,10.49669737,14,0,1.0,0.0
55,1,0.0,1.0,2,5,1,7,0,1,0,4,2,2,1,1,1,0,100,2,22,1,1.0,9.494009243,7,0,12.0,0.0
21,1,1.0,0.0,5,1,1,3,0,0,0,4,0,0,0,0,0,0,100,2,22,1,1.0,5.971244357,3,0,0.0,1.0
35,1,0.0,1.0,3,1,0,3,0,0,0,5,0,0,0,0,0,0,75,2,10,1,1.0,4.760582619,3,0,12.0,2.0
35,1,0.0,1.0,6,1,1,2,0,0,0,4,0,0,0,0,0,0,100,2,10,1,1.0,6.359114199,2,0,12.0,1.0
35,1,0.0,1.0,1,1,1,14,0,0,0,4,0,0,0,0,0,0,100,2,3,1,1.0,4.760582619,14,0,12.0,1.0
35,2,1.0,1.0,2,5,1,10,7,1,1,5,2,2,1,1,1,0,22,2,10,1,2.0,10.49669737,17,0,1.0,0.0
55,3,1.0,1.0,1,5,1,7,9,1,1,5,2,2,1,0,0,0,45,2,40,2,2.0,6.317842213,16,0,1.0,0.0
35,1,0.0,1.0,2,1,1,3,0,0,0,4,0,0,0,0,0,0,11,3,3,1,1.0,4.760582619,3,0,12.0,1.0
35,1,0.0,1.0,6,1,0,7,0,0,0,5,0,0,0,0,0,0,22,2,10,1,1.0,5.646109133,7,0,12.0,1.0
35,1,0.0,1.0,3,4,0,90,0,0,0,4,0,0,0,0,0,0,100,2,40,2,1.0,10.49669737,90,0,12.0,0.0
35,2,1.0,1.0,6,1,1,2,0,0,0,4,0,0,0,0,0,0,75,2,3,1,2.0,4.760582619,2,0,1.0,2.0
21,2,1.0,1.0,3,5,1,15,7,0,0,4,0,0,0,0,0,0,100,2,22,2,2.0,4.341491966,22,0,1.0,1.0
55,1,0.0,1.0,1,1,0,20,0,0,0,5,0,0,0,0,0,0,100,2,3,2,1.0,6.084577464,20,0,12.0,1.0
35,1,1.0,0.0,5,5,1,14,0,1,0,5,2,2,1,1,1,2,75,3,3,2,1.0,10.49669737,14,0,0.0,0.0
55,2,1.0,1.0,1,5,1,9,7,1,0,5,2,2,0,0,0,0,22,2,3,1,2.0,6.66460256,16,0,1.0,0.0
35,1,1.0,0.0,3,4,0,15,0,0,0,5,0,0,0,0,0,0,100,2,10,1,1.0,10.49669737,15,0,0.0,1.0
55,3,3.0,1.0,1,5,1,6,5,1,1,5,2,2,0,0,0,0,100,2,10,2,4.0,6.66460256,11,0,0.3333333333333333,0.0
35,2,1.0,1.0,3,5,0,0,7,1,1,4,2,2,0,0,0,0,22,3,40,1,2.0,5.646109133,7,0,1.0,0.0
55,1,0.0,1.0,6,4,1,14,0,0,0,4,0,0,0,0,0,0,75,3,40,1,1.0,10.49669737,14,0,12.0,1.0
55,3,1.0,3.0,5,4,1,10,0,1,1,4,0,2,1,0,0,0,100,1,10,1,4.0,6.317842213,10,0,3.0,0.0
21,1,0.0,1.0,3,4,1,54,0,0,0,4,0,0,0,0,0,0,45,2,10,1,1.0,4.615932526,54,0,12.0,2.0
55,2,1.0,1.0,1,5,1,15,3,1,1,4,2,2,1,1,1,0,100,2,40,2,2.0,13.98126763,18,0,1.0,0.0
21,1,1.0,0.0,5,3,1,32,0,0,0,2,0,0,0,0,0,0,75,2,10,1,1.0,10.49669737,32,0,0.0,0.0
35,1,0.0,1.0,3,1,0,2,0,0,0,2,0,0,0,0,0,0,75,1,3,1,1.0,4.760582619,2,0,12.0,2.0
21,1,1.0,0.0,1,5,1,14,0,1,0,4,2,2,1,0,0,0,100,2,10,2,1.0,4.791641623,14,0,0.0,1.0
55,2,1.0,1.0,3,5,1,4,17,1,0,5,2,2,1,1,0,0,45,2,10,1,2.0,6.521512483,21,0,1.0,0.0
35,3,1.0,2.0,1,4,0,21,0,0,0,5,0,0,0,0,0,0,75,2,3,1,3.0,6.317842213,21,0,2.0,1.0
55,3,2.0,1.0,3,5,1,0,14,1,1,5,2,2,1,1,1,0,100,2,40,1,3.0,6.317842213,14,0,0.5,0.0
35,1,0.0,1.0,2,2,0,2,0,0,0,3,0,0,0,0,0,0,100,1,40,1,1.0,10.49669737,2,0,12.0,1.0
35,3,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,0,0,4,2,40,1,2.0,5.646109133,7,1,1.0,0.0
35,1,0.0,1.0,3,1,0,4,0,0,0,4,0,0,0,0,0,0,100,2,40,1,1.0,6.359114199,4,0,12.0,1.0
35,2,1.0,1.0,3,5,1,0,7,1,1,5,2,0,1,0,1,0,75,1,40,1,2.0,6.66460256,7,0,1.0,0.0
35,3,1.0,2.0,1,5,0,0,6,1,1,5,2,2,1,1,1,0,22,2,3,1,3.0,10.49669737,6,0,2.0,0.0
55,1,1.0,0.0,2,5,1,9,6,1,0,5,2,2,1,1,1,0,100,2,40,1,1.0,10.49669737,15,0,0.0,1.0
21,1,1.0,0.0,5,3,1,11,0,1,1,4,2,2,1,0,0,0,100,3,40,1,1.0,4.791641623,11,0,0.0,1.0
21,1,1.0,0.0,1,4,1,8,0,0,0,4,0,0,0,0,0,0,75,2,3,1,1.0,5.69267197,8,0,0.0,1.0
35,1,0.0,1.0,1,1,1,7,0,1,0,4,2,2,1,0,0,1,22,3,3,1,1.0,5.646109133,7,0,12.0,0.0
55,1,0.0,1.0,1,2,0,6,0,0,0,2,0,0,0,0,0,0,22,2,10,1,1.0,10.49669737,6,0,12.0,1.0
35,1,0.0,1.0,6,1,0,15,0,0,0,5,0,0,0,0,0,0,75,2,10,1,1.0,7.781739015,15,0,12.0,1.0
21,3,1.0,1.0,1,5,1,23,4,1,1,4,2,0,1,1,0,0,45,2,3,1,2.0,13.98126763,27,0,1.0,1.0
21,2,1.0,1.0,3,5,1,0,7,1,1,4,2,2,1,1,0,0,75,2,40,1,2.0,6.66460256,7,0,1.0,0.0
35,2,2.0,1.0,5,5,1,2,0,0,0,3,0,0,0,0,0,0,4,3,10,1,3.0,7.781739015,2,1,0.5,1.0
55,3,2.0,2.0,3,5,1,0,7,1,1,5,2,2,0,1,1,0,75,2,22,1,4.0,6.521512483,7,0,1.0,0.0
35,2,1.0,1.0,1,5,1,0,6,1,0,5,0,0,0,0,0,0,22,3,40,1,2.0,3.4442083,6,0,1.0,1.0
35,1,0.0,1.0,6,1,0,1,0,0,0,4,0,0,0,0,0,0,22,2,40,1,1.0,6.359114199,1,0,12.0,2.0
35,3,2.0,3.0,1,5,0,9,0,1,0,5,2,2,0,0,1,0,75,2,22,2,5.0,4.760582619,9,0,1.5,0.0
35,3,1.0,1.0,1,5,1,12,10,0,0,4,0,0,0,0,0,0,100,3,3,1,2.0,10.49669737,22,0,1.0,0.0
35,3,4.0,0.0,1,5,1,3,0,1,1,4,2,2,1,1,1,2,11,1,10,1,4.0,6.494351742,3,0,0.0,0.0
35,3,1.0,1.0,3,5,1,3,5,0,0,5,0,0,0,0,0,0,11,2,20,1,2.0,10.49669737,8,0,1.0,1.0
35,1,0.0,1.0,1,1,0,3,0,0,0,4,0,0,0,0,0,0,22,3,40,2,1.0,6.359114199,3,0,12.0,2.0
55,3,2.0,2.0,1,5,1,10,4,1,1,5,2,1,1,1,1,2,100,2,10,1,4.0,10.49669737,14,0,1.0,0.0
35,3,2.0,2.0,3,5,0,0,7,1,1,5,2,2,1,0,0,0,75,2,40,2,4.0,5.646109133,7,0,1.0,0.0
55,3,1.0,1.0,3,5,1,8,7,1,1,5,2,0,1,1,0,0,22,1,40,1,2.0,10.49669737,15,0,1.0,0.0
35,3,1.0,2.0,6,4,0,6,0,0,0,4,0,0,0,0,0,0,100,2,10,1,3.0,3.221345731,6,0,2.0,2.0
55,2,1.0,1.0,1,5,1,4,0,1,1,5,2,2,1,1,1,0,75,2,40,1,2.0,10.49669737,4,0,1.0,0.0
55,2,1.0,1.0,3,5,1,0,7,1,1,5,2,0,0,0,1,0,75,2,40,1,2.0,6.66460256,7,0,1.0,0.0
21,1,0.0,1.0,3,1,1,4,0,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,6.359114199,4,0,12.0,1.0
55,2,1.0,1.0,1,5,1,7,7,1,1,5,2,2,1,1,1,2,22,1,40,2,2.0,6.001077247,14,0,1.0,0.0
55,3,1.0,3.0,3,5,1,0,7,1,1,5,2,2,1,0,0,0,75,2,10,1,4.0,6.521512483,7,0,3.0,0.0
35,3,2.0,3.0,1,3,1,7,0,1,1,5,2,2,1,1,1,2,45,2,20,1,5.0,4.528830232,7,0,1.5,1.0
55,3,1.0,2.0,1,5,1,9,5,1,1,5,0,2,1,0,1,2,100,2,40,1,3.0,6.521512483,14,0,2.0,0.0
55,3,1.0,1.0,1,5,1,1,7,1,1,4,2,2,1,1,0,2,100,2,40,1,2.0,6.521512483,8,0,1.0,0.0
55,3,1.0,1.0,1,5,0,0,7,1,1,5,2,2,1,1,1,2,75,2,20,1,2.0,5.646109133,7,0,1.0,0.0
35,3,1.0,2.0,3,5,1,13,11,0,0,4,0,0,0,0,0,0,22,2,40,1,3.0,3.4442083,24,0,2.0,0.0
55,2,1.0,1.0,3,5,1,5,8,1,1,4,2,2,1,1,0,0,22,2,22,1,2.0,6.413612406,13,0,1.0,0.0
21,2,1.0,1.0,1,5,1,7,0,1,1,5,2,2,0,0,1,1,100,2,10,2,2.0,10.49669737,7,0,1.0,1.0
21,1,1.0,0.0,1,5,1,6,3,1,0,5,2,2,1,0,1,0,100,2,10,1,1.0,6.317842213,9,0,0.0,1.0
35,1,0.0,1.0,4,1,0,5,0,0,0,4,0,0,0,0,0,0,22,2,3,1,1.0,4.615932526,5,0,12.0,1.0
55,2,1.0,1.0,1,5,1,3,0,1,0,5,2,2,1,1,1,2,100,2,10,1,2.0,10.49669737,3,0,1.0,1.0
35,3,2.0,2.0,1,5,1,10,6,1,1,5,2,2,1,0,0,0,100,1,3,1,4.0,3.221345731,16,0,1.0,0.0
35,1,1.0,0.0,2,5,1,17,4,1,0,4,2,2,1,1,1,0,100,2,22,2,1.0,13.98126763,21,0,0.0,0.0
55,1,1.0,0.0,5,2,0,13,0,0,0,3,0,0,0,0,0,0,75,2,40,1,1.0,10.49669737,13,0,0.0,1.0
21,1,1.0,0.0,3,5,1,1,7,0,0,3,0,0,0,0,0,0,22,2,10,1,1.0,6.317842213,8,0,0.0,1.0
35,2,1.0,1.0,3,1,1,2,0,0,0,4,0,0,0,0,0,0,75,2,40,1,2.0,4.760582619,2,0,1.0,1.0
21,3,1.0,3.0,3,5,1,0,9,1,1,5,2,2,0,0,0,0,75,2,10,1,4.0,6.66460256,9,0,3.0,0.0
55,3,1.0,8.0,2,2,0,0,3,0,0,5,0,0,0,0,0,0,75,2,10,1,9.0,7.781739015,3,0,8.0,1.0
21,3,0.0,2.0,5,5,1,16,10,0,0,4,0,0,0,0,0,0,22,2,10,1,2.0,5.69267197,26,0,12.0,1.0
70,3,3.0,2.0,1,5,1,6,0,1,1,5,2,2,1,1,1,0,75,2,10,1,5.0,6.317842213,6,0,0.6666666666666666,0.0
55,2,1.0,1.0,3,5,1,16,6,1,1,4,2,2,1,0,1,2,45,2,40,1,2.0,6.317842213,22,0,1.0,0.0
21,3,0.0,2.0,1,5,1,5,5,0,0,5,0,1,0,0,0,0,75,2,10,1,2.0,5.69267197,10,0,12.0,1.0
70,1,0.0,1.0,1,5,0,4,0,1,0,5,2,2,1,1,1,2,100,1,10,1,1.0,10.49669737,4,0,12.0,1.0
55,1,1.0,0.0,1,5,1,10,0,1,1,5,2,2,1,1,1,0,75,2,10,1,1.0,3.221345731,10,0,0.0,0.0
55,3,1.0,3.0,1,5,1,9,3,1,0,5,2,2,1,1,1,2,75,2,22,1,4.0,6.521512483,12,0,3.0,0.0
55,3,3.0,2.0,1,5,1,8,0,1,1,5,2,2,1,0,0,0,11,2,10,1,5.0,9.494009243,8,0,0.6666666666666666,0.0
35,1,1.0,0.0,3,5,0,0,20,0,0,4,0,0,0,0,0,0,22,2,3,1,1.0,6.66460256,20,0,0.0,1.0
35,1,0.0,1.0,1,1,0,30,0,0,0,4,0,0,0,0,0,0,75,2,3,2,1.0,6.084577464,30,0,12.0,1.0
70,1,1.0,0.0,2,5,1,7,0,1,1,5,2,2,1,1,1,0,100,1,40,1,1.0,3.191467487,7,0,0.0,0.0
55,2,1.0,1.0,1,5,1,5,6,1,0,4,2,2,1,0,0,0,22,2,40,1,2.0,13.98126763,11,0,1.0,0.0
35,2,1.0,1.0,1,5,1,0,7,1,1,5,2,2,0,1,1,0,100,3,3,1,2.0,6.66460256,7,0,1.0,1.0
35,1,0.0,1.0,2,5,1,6,0,1,0,4,2,2,1,1,1,0,100,2,10,1,1.0,6.494351742,6,0,12.0,1.0
55,3,3.0,1.0,1,5,0,7,0,1,1,5,2,2,1,1,1,2,100,2,10,1,4.0,10.49669737,7,0,0.3333333333333333,0.0
21,2,1.0,1.0,1,3,1,38,2,0,0,5,0,0,0,0,0,0,22,2,40,1,2.0,8.356929506,40,0,1.0,0.0
35,1,1.0,0.0,2,5,1,9,0,1,0,4,2,2,1,1,1,0,100,2,40,1,1.0,10.49669737,9,0,0.0,1.0
55,3,1.0,3.0,1,5,1,11,9,1,1,5,2,0,1,1,1,0,45,2,3,1,4.0,4.791641623,20,0,3.0,0.0
35,1,0.0,1.0,6,4,0,4,0,0,0,4,0,0,0,0,0,0,100,2,10,1,1.0,6.084577464,4,0,12.0,2.0
55,2,1.0,1.0,1,5,1,3,0,1,1,4,2,2,1,1,1,0,100,3,10,1,2.0,6.317842213,3,0,1.0,0.0
55,3,0.0,1.0,1,5,1,9,2,1,1,5,2,2,1,1,1,0,4,2,40,1,1.0,10.49669737,11,1,12.0,0.0
35,3,1.0,1.0,3,5,1,4,0,0,0,4,0,0,0,0,0,0,45,2,10,2,2.0,4.263060223,4,0,1.0,2.0
35,1,1.0,0.0,6,4,1,2,0,0,0,3,0,0,0,0,0,0,22,2,3,2,1.0,7.781739015,2,0,0.0,2.0
55,1,1.0,0.0,6,4,0,30,0,0,0,3,0,0,0,0,0,0,75,2,40,1,1.0,6.114210706,30,0,0.0,1.0
55,2,1.0,1.0,3,5,1,0,3,1,1,3,2,2,1,0,0,0,45,2,10,1,2.0,5.646109133,3,0,1.0,1.0
21,3,2.0,0.0,1,4,1,10,4,0,0,4,0,0,0,0,0,0,100,2,10,1,2.0,10.49669737,14,0,0.0,1.0
35,2,1.0,1.0,1,5,1,0,4,0,0,4,0,0,0,0,0,0,100,3,22,2,2.0,6.521512483,4,0,1.0,1.0
55,3,2.0,1.0,3,5,1,0,7,1,1,5,2,2,0,0,0,0,22,2,3,1,3.0,6.66460256,7,0,0.5,0.0
35,3,3.0,1.0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,22,2,3,1,4.0,5.646109133,1,0,0.3333333333333333,2.0
55,3,4.0,6.0,3,5,0,0,7,1,1,5,2,0,1,1,0,0,75,1,22,1,10.0,5.646109133,7,0,1.5,1.0
21,1,1.0,0.0,1,4,1,39,5,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,6.66460256,44,0,0.0,1.0
35,1,1.0,0.0,1,5,1,6,0,1,0,4,2,0,1,1,0,0,45,2,20,1,1.0,0.157818442,6,0,0.0,1.0
35,3,2.0,0.0,5,4,1,13,0,0,0,5,0,0,0,0,0,0,45,2,10,1,2.0,7.781739015,13,0,0.0,2.0
35,2,1.0,1.0,1,5,1,3,0,1,0,5,2,1,1,1,1,0,45,2,3,1,2.0,9.917763095,3,0,1.0,0.0
55,1,1.0,0.0,1,5,1,6,0,1,0,5,2,2,1,0,1,0,4,2,10,1,1.0,13.98126763,6,1,0.0,0.0
35,3,5.0,4.0,1,5,1,25,0,0,0,5,0,0,0,0,0,0,75,3,10,1,9.0,10.49669737,25,0,0.8,0.0
35,3,3.0,1.0,5,4,1,15,4,0,0,4,0,0,0,0,0,0,75,3,22,1,4.0,6.317842213,19,0,0.3333333333333333,1.0
55,1,0.0,1.0,1,1,0,24,0,0,0,3,0,0,0,0,0,0,100,3,40,1,1.0,7.781739015,24,0,12.0,1.0
70,2,1.0,1.0,1,5,1,6,0,1,0,5,2,2,1,0,1,1,45,2,10,1,2.0,13.98126763,6,0,1.0,0.0
35,3,1.0,1.0,3,3,1,20,0,0,0,4,0,0,0,0,0,0,100,2,10,1,2.0,6.66460256,20,0,1.0,0.0
35,2,1.0,1.0,2,5,1,13,5,1,0,4,0,2,1,0,1,0,75,2,40,1,2.0,6.521512483,18,0,1.0,0.0
55,1,1.0,0.0,3,3,0,0,8,1,1,5,2,0,1,0,1,2,75,2,3,1,1.0,6.66460256,8,0,0.0,0.0
55,1,0.0,1.0,4,2,0,11,0,1,0,1,0,0,0,0,0,0,75,3,10,1,1.0,13.98126763,11,0,12.0,0.0
55,1,0.0,1.0,1,1,0,4,0,0,0,3,1,0,0,0,0,0,45,3,10,1,1.0,6.317842213,4,0,12.0,1.0
55,2,1.0,0.0,1,5,1,15,0,1,1,4,2,2,1,1,1,0,75,2,22,1,1.0,13.98126763,15,0,0.0,0.0
35,1,0.0,1.0,3,4,1,2,0,0,0,4,0,0,0,0,0,0,100,2,10,1,1.0,6.359114199,2,0,12.0,1.0
55,1,0.0,1.0,2,2,0,5,0,0,0,4,0,0,0,0,0,0,45,2,3,2,1.0,4.760582619,5,0,12.0,1.0
21,1,1.0,0.0,5,5,1,4,0,0,0,4,0,0,0,0,0,0,11,2,3,1,1.0,10.49669737,4,0,0.0,1.0
9,3,0.0,1.0,3,4,0,4,0,0,0,3,0,0,0,0,0,0,4,2,10,1,1.0,10.49669737,4,1,12.0,1.0
35,3,1.0,1.0,5,5,1,11,3,0,0,5,0,0,0,0,0,0,22,2,40,1,2.0,5.646109133,14,0,1.0,1.0
55,3,1.0,1.0,1,5,0,0,5,1,0,5,2,2,0,0,1,0,22,2,40,1,2.0,6.494351742,5,0,1.0,0.0
35,1,1.0,0.0,5,3,1,17,0,0,0,5,0,0,0,0,0,0,100,2,10,1,1.0,13.98126763,17,0,0.0,1.0
35,2,1.0,1.0,1,5,1,6,7,0,0,4,0,0,0,0,0,0,75,2,10,1,2.0,4.791641623,13,0,1.0,0.0
55,3,1.0,2.0,1,5,1,8,0,1,0,5,2,2,1,1,1,0,75,2,3,1,3.0,6.521512483,8,0,2.0,0.0
35,1,0.0,1.0,3,1,0,2,0,0,0,4,0,0,0,0,0,0,22,3,40,2,1.0,4.760582619,2,0,12.0,2.0
35,3,1.0,1.0,1,5,1,6,6,1,1,5,2,2,1,1,1,2,75,2,10,1,2.0,6.521512483,12,0,1.0,0.0
35,2,1.0,1.0,5,5,1,20,15,0,0,4,0,0,0,0,0,0,45,2,40,1,2.0,10.49669737,35,0,1.0,0.0
21,1,1.0,0.0,6,2,1,3,0,1,0,3,2,2,0,0,1,0,75,3,10,2,1.0,3.191467487,3,0,0.0,2.0
21,3,1.0,3.0,2,5,0,2,0,1,1,5,2,0,0,0,1,2,22,2,3,1,4.0,5.646109133,2,0,3.0,0.0
35,1,0.0,1.0,1,5,1,15,0,1,0,5,2,2,1,1,1,0,22,3,10,1,1.0,10.49669737,15,0,12.0,0.0
